销售日期,品类,qty,星期
2021-03-02,花叶类,182.984,1
2021-03-03,花叶类,186.008,2
2021-03-04,花叶类,145.281,3
2021-03-05,花叶类,211.185,4
2021-03-06,花叶类,288.817,5
2021-03-07,花叶类,257.809,6
2021-03-08,花叶类,211.746,0
2021-03-09,花叶类,170.907,1
2021-03-10,花叶类,119.599,2
2021-03-11,花叶类,158.357,3
2021-03-12,花叶类,152.44,4
2021-03-13,花叶类,169.055,5
2021-03-14,花叶类,176.032,6
2021-03-15,花叶类,90.812,0
2021-03-16,花叶类,100.121,1
2021-03-17,花叶类,107.653,2
2021-03-18,花叶类,128.058,3
2021-03-19,花叶类,140.893,4
2021-03-20,花叶类,267.979,5
2021-03-21,花叶类,199.712,6
2021-03-22,花叶类,115.022,0
2021-03-23,花叶类,134.706,1
2021-03-24,花叶类,103.505,2
2021-03-25,花叶类,86.632,3
2021-03-26,花叶类,167.327,4
2021-03-27,花叶类,199.727,5
2021-03-28,花叶类,161.164,6
2021-03-29,花叶类,111.308,0
2021-03-30,花叶类,130.803,1
2021-03-31,花叶类,143.294,2
2021-04-01,花叶类,162.291,3
2021-04-02,花叶类,178.71,4
2021-04-03,花叶类,212.267,5
2021-04-04,花叶类,192.021,6
2021-04-05,花叶类,178.469,0
2021-04-06,花叶类,55.611,1
2021-04-07,花叶类,198.107,2
2021-04-08,花叶类,136.899,3
2021-04-09,花叶类,145.026,4
2021-04-10,花叶类,203.93,5
2021-04-11,花叶类,211.619,6
2021-04-12,花叶类,148.371,0
2021-04-13,花叶类,127.207,1
2021-04-14,花叶类,151.83,2
2021-04-15,花叶类,130.081,3
2021-04-16,花叶类,130.808,4
2021-04-17,花叶类,194.951,5
2021-04-18,花叶类,194.451,6
2021-04-19,花叶类,134.781,0
2021-04-20,花叶类,150.715,1
2021-04-21,花叶类,182.939,2
2021-04-22,花叶类,150.806,3
2021-04-23,花叶类,171.226,4
2021-04-24,花叶类,264.803,5
2021-04-25,花叶类,221.785,6
2021-04-26,花叶类,151.258,0
2021-04-27,花叶类,135.216,1
2021-04-28,花叶类,125.4,2
2021-04-29,花叶类,134.898,3
2021-04-30,花叶类,138.585,4
2021-05-01,花叶类,171.826,5
2021-05-02,花叶类,198.544,6
2021-05-03,花叶类,226.265,0
2021-05-04,花叶类,200.985,1
2021-05-05,花叶类,203.532,2
2021-05-06,花叶类,151.84,3
2021-05-07,花叶类,147.508,4
2021-05-08,花叶类,160.786,5
2021-05-09,花叶类,216.668,6
2021-05-10,花叶类,157.721,0
2021-05-11,花叶类,190.06,1
2021-05-12,花叶类,182.519,2
2021-05-13,花叶类,157.293,3
2021-05-14,花叶类,191.116,4
2021-05-15,花叶类,258.278,5
2021-05-16,花叶类,212.588,6
2021-05-17,花叶类,176.658,0
2021-05-18,花叶类,173.271,1
2021-05-19,花叶类,140.823,2
2021-05-20,花叶类,148.851,3
2021-05-21,花叶类,106.472,4
2021-05-22,花叶类,190.363,5
2021-05-23,花叶类,217.25900000000001,6
2021-05-24,花叶类,148.831,0
2021-05-25,花叶类,130.325,1
2021-05-26,花叶类,166.467,2
2021-05-27,花叶类,145.237,3
2021-05-28,花叶类,123.824,4
2021-05-29,花叶类,180.875,5
2021-05-30,花叶类,196.236,6
2021-05-31,花叶类,191.98,0
2021-06-01,花叶类,151.091,1
2021-06-02,花叶类,178.517,2
2021-06-03,花叶类,142.37199999999999,3
2021-06-04,花叶类,121.093,4
2021-06-05,花叶类,204.287,5
2021-06-06,花叶类,222.817,6
2021-06-07,花叶类,148.539,0
2021-06-08,花叶类,144.482,1
2021-06-09,花叶类,126.359,2
2021-06-10,花叶类,122.004,3
2021-06-11,花叶类,129.982,4
2021-06-12,花叶类,210.267,5
2021-06-13,花叶类,211.28,6
2021-06-14,花叶类,169.858,0
2021-06-15,花叶类,127.719,1
2021-06-16,花叶类,104.991,2
2021-06-17,花叶类,113.507,3
2021-06-18,花叶类,150.875,4
2021-06-19,花叶类,203.369,5
2021-06-20,花叶类,202.307,6
2021-06-21,花叶类,150.07,0
2021-06-22,花叶类,126.151,1
2021-06-23,花叶类,123.214,2
2021-06-24,花叶类,127.946,3
2021-06-25,花叶类,146.582,4
2021-06-26,花叶类,197.69,5
2021-06-27,花叶类,213.547,6
2021-06-28,花叶类,125.782,0
2021-06-29,花叶类,110.196,1
2021-06-30,花叶类,125.415,2
2021-07-01,花叶类,148.597,3
2021-07-02,花叶类,133.586,4
2021-07-03,花叶类,197.925,5
2021-07-04,花叶类,197.322,6
2021-07-05,花叶类,176.276,0
2021-07-06,花叶类,173.864,1
2021-07-07,花叶类,149.514,2
2021-07-08,花叶类,143.491,3
2021-07-09,花叶类,114.966,4
2021-07-10,花叶类,176.065,5
2021-07-11,花叶类,212.957,6
2021-07-12,花叶类,140.305,0
2021-07-13,花叶类,149.772,1
2021-07-14,花叶类,163.863,2
2021-07-15,花叶类,141.75,3
2021-07-16,花叶类,236.055,4
2021-07-17,花叶类,223.655,5
2021-07-18,花叶类,234.028,6
2021-07-19,花叶类,174.827,0
2021-07-20,花叶类,152.362,1
2021-07-21,花叶类,152.653,2
2021-07-22,花叶类,154.625,3
2021-07-23,花叶类,150.636,4
2021-07-24,花叶类,206.923,5
2021-07-25,花叶类,248.502,6
2021-07-26,花叶类,155.365,0
2021-07-27,花叶类,189.082,1
2021-07-28,花叶类,205.803,2
2021-07-29,花叶类,193.613,3
2021-07-30,花叶类,214.155,4
2021-07-31,花叶类,255.972,5
2021-08-01,花叶类,251.271,6
2021-08-02,花叶类,283.115,0
2021-08-03,花叶类,264.825,1
2021-08-04,花叶类,313.269,2
2021-08-05,花叶类,245.944,3
2021-08-06,花叶类,189.756,4
2021-08-07,花叶类,232.089,5
2021-08-08,花叶类,265.775,6
2021-08-09,花叶类,234.344,0
2021-08-10,花叶类,193.189,1
2021-08-11,花叶类,225.45,2
2021-08-12,花叶类,275.876,3
2021-08-13,花叶类,274.08,4
2021-08-14,花叶类,281.13,5
2021-08-15,花叶类,297.499,6
2021-08-16,花叶类,190.573,0
2021-08-17,花叶类,183.216,1
2021-08-18,花叶类,185.59,2
2021-08-19,花叶类,183.245,3
2021-08-20,花叶类,195.116,4
2021-08-21,花叶类,241.956,5
2021-08-22,花叶类,281.156,6
2021-08-23,花叶类,178.374,0
2021-08-24,花叶类,168.012,1
2021-08-25,花叶类,145.216,2
2021-08-26,花叶类,255.505,3
2021-08-27,花叶类,259.053,4
2021-08-28,花叶类,244.915,5
2021-08-29,花叶类,229.082,6
2021-08-30,花叶类,178.587,0
2021-08-31,花叶类,165.821,1
2021-09-01,花叶类,177.642,2
2021-09-02,花叶类,161.364,3
2021-09-03,花叶类,149.219,4
2021-09-04,花叶类,221.353,5
2021-09-05,花叶类,238.552,6
2021-09-06,花叶类,191.936,0
2021-09-07,花叶类,163.316,1
2021-09-08,花叶类,161.268,2
2021-09-09,花叶类,120.989,3
2021-09-10,花叶类,133.882,4
2021-09-11,花叶类,257.43,5
2021-09-12,花叶类,275.532,6
2021-09-13,花叶类,152.695,0
2021-09-14,花叶类,163.291,1
2021-09-15,花叶类,150.327,2
2021-09-16,花叶类,97.458,3
2021-09-17,花叶类,128.348,4
2021-09-18,花叶类,134.22,5
2021-09-19,花叶类,216.23,6
2021-09-20,花叶类,224.186,0
2021-09-21,花叶类,239.505,1
2021-09-22,花叶类,137.039,2
2021-09-23,花叶类,107.29,3
2021-09-24,花叶类,104.375,4
2021-09-25,花叶类,185.574,5
2021-09-26,花叶类,148.806,6
2021-09-27,花叶类,96.875,0
2021-09-28,花叶类,104.01,1
2021-09-29,花叶类,113.135,2
2021-09-30,花叶类,106.123,3
2021-10-01,花叶类,205.461,4
2021-10-02,花叶类,168.625,5
2021-10-03,花叶类,174.094,6
2021-10-04,花叶类,170.882,0
2021-10-05,花叶类,180.889,1
2021-10-06,花叶类,264.068,2
2021-10-07,花叶类,183.467,3
2021-10-08,花叶类,138.096,4
2021-10-09,花叶类,132.744,5
2021-10-10,花叶类,262.562,6
2021-10-11,花叶类,88.447,0
2021-10-12,花叶类,99.674,1
2021-10-13,花叶类,88.237,2
2021-10-14,花叶类,77.809,3
2021-10-15,花叶类,146.297,4
2021-10-16,花叶类,273.582,5
2021-10-17,花叶类,163.589,6
2021-10-18,花叶类,84.784,0
2021-10-19,花叶类,78.684,1
2021-10-20,花叶类,109.339,2
2021-10-21,花叶类,79.858,3
2021-10-22,花叶类,75.936,4
2021-10-23,花叶类,99.498,5
2021-10-24,花叶类,101.014,6
2021-10-25,花叶类,48.556,0
2021-10-26,花叶类,66.948,1
2021-10-27,花叶类,94.727,2
2021-10-28,花叶类,80.941,3
2021-10-29,花叶类,89.73,4
2021-10-30,花叶类,140.981,5
2021-10-31,花叶类,92.342,6
2021-11-01,花叶类,60.969,0
2021-11-02,花叶类,68.055,1
2021-11-03,花叶类,50.572,2
2021-11-04,花叶类,64.051,3
2021-11-05,花叶类,83.345,4
2021-11-06,花叶类,108.548,5
2021-11-07,花叶类,145.887,6
2021-11-08,花叶类,66.376,0
2021-11-09,花叶类,44.431,1
2021-11-10,花叶类,49.063,2
2021-11-11,花叶类,48.787,3
2021-11-12,花叶类,51.422,4
2021-11-13,花叶类,70.452,5
2021-11-14,花叶类,99.456,6
2021-11-15,花叶类,42.62,0
2021-11-16,花叶类,53.515,1
2021-11-17,花叶类,45.689,2
2021-11-18,花叶类,41.864,3
2021-11-19,花叶类,38.008,4
2021-11-20,花叶类,95.311,5
2021-11-21,花叶类,80.775,6
2021-11-22,花叶类,42.247,0
2021-11-23,花叶类,55.622,1
2021-11-24,花叶类,39.991,2
2021-11-25,花叶类,44.906,3
2021-11-26,花叶类,51.836,4
2021-11-27,花叶类,68.057,5
2021-11-28,花叶类,78.347,6
2021-11-29,花叶类,57.865,0
2021-11-30,花叶类,43.009,1
2021-12-01,花叶类,73.794,2
2021-12-02,花叶类,58.359,3
2021-12-03,花叶类,73.847,4
2021-12-04,花叶类,93.905,5
2021-12-05,花叶类,115.184,6
2021-12-06,花叶类,64.231,0
2021-12-07,花叶类,63.263,1
2021-12-08,花叶类,70.377,2
2021-12-09,花叶类,57.675,3
2021-12-10,花叶类,68.296,4
2021-12-11,花叶类,141.287,5
2021-12-12,花叶类,116.349,6
2021-12-13,花叶类,61.915,0
2021-12-14,花叶类,66.116,1
2021-12-15,花叶类,101.666,2
2021-12-16,花叶类,99.125,3
2021-12-17,花叶类,97.582,4
2021-12-18,花叶类,109.389,5
2021-12-19,花叶类,147.891,6
2021-12-20,花叶类,82.83200000000001,0
2021-12-21,花叶类,71.006,1
2021-12-22,花叶类,75.729,2
2021-12-23,花叶类,91.213,3
2021-12-24,花叶类,120.944,4
2021-12-25,花叶类,180.787,5
2021-12-26,花叶类,209.308,6
2021-12-27,花叶类,82.705,0
2021-12-28,花叶类,86.043,1
2021-12-29,花叶类,68.165,2
2021-12-30,花叶类,84.271,3
2021-12-31,花叶类,125.701,4
2022-01-01,花叶类,138.402,5
2022-01-02,花叶类,110.056,6
2022-01-03,花叶类,90.081,0
2022-01-04,花叶类,70.388,1
2022-01-05,花叶类,65.654,2
2022-01-06,花叶类,60.316,3
2022-01-07,花叶类,90.664,4
2022-01-08,花叶类,130.766,5
2022-01-09,花叶类,147.528,6
2022-01-10,花叶类,76.365,0
2022-01-11,花叶类,86.15,1
2022-01-12,花叶类,85.232,2
2022-01-13,花叶类,73.369,3
2022-01-14,花叶类,103.099,4
2022-01-15,花叶类,124.109,5
2022-01-16,花叶类,137.15,6
2022-01-17,花叶类,90.383,0
2022-01-18,花叶类,85.852,1
2022-01-19,花叶类,129.677,2
2022-01-20,花叶类,134.88,3
2022-01-21,花叶类,146.062,4
2022-01-22,花叶类,210.297,5
2022-01-23,花叶类,186.693,6
2022-01-24,花叶类,187.463,0
2022-01-25,花叶类,153.198,1
2022-01-26,花叶类,172.651,2
2022-01-27,花叶类,169.503,3
2022-01-28,花叶类,188.131,4
2022-01-29,花叶类,207.671,5
2022-01-30,花叶类,229.022,6
2022-02-01,花叶类,63.003,1
2022-02-02,花叶类,88.412,2
2022-02-03,花叶类,116.536,3
2022-02-04,花叶类,216.497,4
2022-02-05,花叶类,208.189,5
2022-02-06,花叶类,219.985,6
2022-02-07,花叶类,160.054,0
2022-02-08,花叶类,162.297,1
2022-02-09,花叶类,138.288,2
2022-02-10,花叶类,116.133,3
2022-02-11,花叶类,132.508,4
2022-02-12,花叶类,154.467,5
2022-02-13,花叶类,165.85,6
2022-02-14,花叶类,150.014,0
2022-02-15,花叶类,154.453,1
2022-02-16,花叶类,99.015,2
2022-02-17,花叶类,112.077,3
2022-02-18,花叶类,98.783,4
2022-02-19,花叶类,120.64,5
2022-02-20,花叶类,105.918,6
2022-02-21,花叶类,85.387,0
2022-02-22,花叶类,78.356,1
2022-02-23,花叶类,65.21,2
2022-02-24,花叶类,75.146,3
2022-02-25,花叶类,96.432,4
2022-02-26,花叶类,118.507,5
2022-02-27,花叶类,94.607,6
2022-02-28,花叶类,77.285,0
2022-03-01,花叶类,75.286,1
2022-03-02,花叶类,70.109,2
2022-03-03,花叶类,62.041,3
2022-03-04,花叶类,78.622,4
2022-03-05,花叶类,125.495,5
2022-03-06,花叶类,141.174,6
2022-03-07,花叶类,76.68599999999999,0
2022-03-08,花叶类,82.174,1
2022-03-09,花叶类,66.059,2
2022-03-10,花叶类,73.508,3
2022-03-11,花叶类,88.822,4
2022-03-12,花叶类,129.766,5
2022-03-13,花叶类,101.51,6
2022-03-14,花叶类,98.279,0
2022-03-15,花叶类,102.32900000000001,1
2022-03-16,花叶类,105.619,2
2022-03-17,花叶类,108.394,3
2022-03-18,花叶类,112.098,4
2022-03-19,花叶类,201.276,5
2022-03-20,花叶类,173.788,6
2022-03-21,花叶类,192.734,0
2022-03-22,花叶类,133.244,1
2022-03-23,花叶类,88.81099999999999,2
2022-03-24,花叶类,106.202,3
2022-03-25,花叶类,132.493,4
2022-03-26,花叶类,152.529,5
2022-03-27,花叶类,140.651,6
2022-03-28,花叶类,85.85,0
2022-03-29,花叶类,75.286,1
2022-03-30,花叶类,86.195,2
2022-03-31,花叶类,92.587,3
2022-04-01,花叶类,130.262,4
2022-04-02,花叶类,133.168,5
2022-04-03,花叶类,111.538,6
2022-04-04,花叶类,148.726,0
2022-04-05,花叶类,146.419,1
2022-04-06,花叶类,109.94500000000001,2
2022-04-07,花叶类,85.201,3
2022-04-08,花叶类,87.65,4
2022-04-09,花叶类,141.102,5
2022-04-10,花叶类,184.591,6
2022-04-11,花叶类,93.428,0
2022-04-12,花叶类,106.268,1
2022-04-13,花叶类,100.363,2
2022-04-14,花叶类,128.586,3
2022-04-15,花叶类,131.828,4
2022-04-16,花叶类,124.808,5
2022-04-17,花叶类,107.549,6
2022-04-18,花叶类,112.679,0
2022-04-19,花叶类,101.391,1
2022-04-20,花叶类,105.275,2
2022-04-21,花叶类,112.794,3
2022-04-22,花叶类,114.043,4
2022-04-23,花叶类,118.653,5
2022-04-24,花叶类,99.189,6
2022-04-25,花叶类,116.365,0
2022-04-26,花叶类,91.764,1
2022-04-27,花叶类,88.807,2
2022-04-28,花叶类,111.594,3
2022-04-29,花叶类,106.05199999999999,4
2022-04-30,花叶类,141.039,5
2022-05-01,花叶类,147.275,6
2022-05-02,花叶类,115.468,0
2022-05-03,花叶类,88.193,1
2022-05-04,花叶类,105.769,2
2022-05-05,花叶类,90.652,3
2022-05-06,花叶类,95.683,4
2022-05-07,花叶类,113.896,5
2022-05-08,花叶类,116.519,6
2022-05-09,花叶类,91.68,0
2022-05-10,花叶类,95.42,1
2022-05-11,花叶类,86.213,2
2022-05-12,花叶类,79.619,3
2022-05-13,花叶类,102.98,4
2022-05-14,花叶类,159.404,5
2022-05-15,花叶类,156.705,6
2022-05-16,花叶类,82.78,0
2022-05-17,花叶类,67.12,1
2022-05-18,花叶类,92.724,2
2022-05-19,花叶类,92.356,3
2022-05-20,花叶类,90.647,4
2022-05-21,花叶类,154.655,5
2022-05-22,花叶类,164.269,6
2022-05-23,花叶类,92.654,0
2022-05-24,花叶类,122.403,1
2022-05-25,花叶类,84.787,2
2022-05-26,花叶类,88.361,3
2022-05-27,花叶类,86.554,4
2022-05-28,花叶类,188.829,5
2022-05-29,花叶类,178.516,6
2022-05-30,花叶类,92.512,0
2022-05-31,花叶类,87.827,1
2022-06-01,花叶类,90.488,2
2022-06-02,花叶类,112.624,3
2022-06-03,花叶类,185.595,4
2022-06-04,花叶类,113.331,5
2022-06-05,花叶类,102.505,6
2022-06-06,花叶类,104.547,0
2022-06-07,花叶类,105.767,1
2022-06-08,花叶类,113.862,2
2022-06-09,花叶类,281.247,3
2022-06-10,花叶类,115.093,4
2022-06-11,花叶类,195.647,5
2022-06-12,花叶类,166.51500000000001,6
2022-06-13,花叶类,116.051,0
2022-06-14,花叶类,110.671,1
2022-06-15,花叶类,105.84,2
2022-06-16,花叶类,109.346,3
2022-06-17,花叶类,118.682,4
2022-06-18,花叶类,191.228,5
2022-06-19,花叶类,187.623,6
2022-06-20,花叶类,123.54,0
2022-06-21,花叶类,110.973,1
2022-06-22,花叶类,108.759,2
2022-06-23,花叶类,84.617,3
2022-06-24,花叶类,104.325,4
2022-06-25,花叶类,155.786,5
2022-06-26,花叶类,163.919,6
2022-06-27,花叶类,105.20700000000001,0
2022-06-28,花叶类,133.899,1
2022-06-29,花叶类,156.09,2
2022-06-30,花叶类,127.274,3
2022-07-01,花叶类,149.719,4
2022-07-02,花叶类,195.295,5
2022-07-03,花叶类,188.672,6
2022-07-04,花叶类,116.605,0
2022-07-05,花叶类,133.21,1
2022-07-06,花叶类,164.461,2
2022-07-07,花叶类,134.044,3
2022-07-08,花叶类,129.05,4
2022-07-09,花叶类,173.971,5
2022-07-10,花叶类,186.916,6
2022-07-11,花叶类,133.262,0
2022-07-12,花叶类,129.271,1
2022-07-13,花叶类,150.034,2
2022-07-14,花叶类,131.965,3
2022-07-15,花叶类,118.425,4
2022-07-16,花叶类,175.925,5
2022-07-17,花叶类,190.249,6
2022-07-18,花叶类,132.053,0
2022-07-19,花叶类,134.06,1
2022-07-20,花叶类,160.945,2
2022-07-21,花叶类,140.656,3
2022-07-22,花叶类,119.449,4
2022-07-23,花叶类,163.238,5
2022-07-24,花叶类,187.595,6
2022-07-25,花叶类,128.305,0
2022-07-26,花叶类,161.551,1
2022-07-27,花叶类,131.633,2
2022-07-28,花叶类,170.771,3
2022-07-29,花叶类,331.236,4
2022-07-30,花叶类,343.157,5
2022-07-31,花叶类,320.998,6
2022-08-01,花叶类,304.399,0
2022-08-02,花叶类,270.798,1
2022-08-03,花叶类,337.105,2
2022-08-04,花叶类,354.404,3
2022-08-05,花叶类,329.423,4
2022-08-06,花叶类,355.128,5
2022-08-07,花叶类,316.069,6
2022-08-08,花叶类,302.077,0
2022-08-09,花叶类,322.432,1
2022-08-10,花叶类,288.214,2
2022-08-11,花叶类,313.919,3
2022-08-12,花叶类,326.821,4
2022-08-13,花叶类,478.995,5
2022-08-14,花叶类,394.715,6
2022-08-15,花叶类,347.367,0
2022-08-16,花叶类,368.861,1
2022-08-17,花叶类,358.863,2
2022-08-18,花叶类,424.262,3
2022-08-19,花叶类,399.426,4
2022-08-20,花叶类,429.043,5
2022-08-21,花叶类,432.675,6
2022-08-22,花叶类,303.2,0
2022-08-23,花叶类,258.56,1
2022-08-24,花叶类,233.767,2
2022-08-25,花叶类,243.786,3
2022-08-26,花叶类,250.941,4
2022-08-27,花叶类,357.705,5
2022-08-28,花叶类,252.244,6
2022-08-29,花叶类,297.05,0
2022-08-30,花叶类,236.727,1
2022-08-31,花叶类,242.409,2
2022-09-01,花叶类,311.034,3
2022-09-02,花叶类,328.216,4
2022-09-03,花叶类,419.813,5
2022-09-04,花叶类,491.166,6
2022-09-05,花叶类,285.889,0
2022-09-06,花叶类,250.203,1
2022-09-07,花叶类,260.624,2
2022-09-08,花叶类,222.033,3
2022-09-09,花叶类,311.923,4
2022-09-10,花叶类,418.263,5
2022-09-11,花叶类,349.924,6
2022-09-12,花叶类,315.002,0
2022-09-13,花叶类,216.669,1
2022-09-14,花叶类,185.157,2
2022-09-15,花叶类,201.569,3
2022-09-16,花叶类,193.806,4
2022-09-17,花叶类,358.256,5
2022-09-18,花叶类,376.496,6
2022-09-19,花叶类,212.507,0
2022-09-20,花叶类,262.543,1
2022-09-21,花叶类,213.475,2
2022-09-22,花叶类,226.528,3
2022-09-23,花叶类,243.19,4
2022-09-24,花叶类,345.852,5
2022-09-25,花叶类,320.644,6
2022-09-26,花叶类,196.445,0
2022-09-27,花叶类,158.187,1
2022-09-28,花叶类,142.124,2
2022-09-29,花叶类,175.757,3
2022-09-30,花叶类,200.098,4
2022-10-01,花叶类,318.485,5
2022-10-02,花叶类,253.861,6
2022-10-03,花叶类,252.75300000000001,0
2022-10-04,花叶类,328.918,1
2022-10-05,花叶类,373.666,2
2022-10-06,花叶类,353.217,3
2022-10-07,花叶类,468.857,4
2022-10-08,花叶类,360.319,5
2022-10-09,花叶类,342.075,6
2022-10-10,花叶类,288.07,0
2022-10-11,花叶类,244.75900000000001,1
2022-10-12,花叶类,240.312,2
2022-10-13,花叶类,151.966,3
2022-10-14,花叶类,135.637,4
2022-10-15,花叶类,375.026,5
2022-10-16,花叶类,367.681,6
2022-10-17,花叶类,247.302,0
2022-10-18,花叶类,273.91,1
2022-10-19,花叶类,225.807,2
2022-10-20,花叶类,242.853,3
2022-10-21,花叶类,611.594,4
2022-10-22,花叶类,299.448,5
2022-10-23,花叶类,242.892,6
2022-10-24,花叶类,199.326,0
2022-10-25,花叶类,217.397,1
2022-10-26,花叶类,226.633,2
2022-10-27,花叶类,209.0,3
2022-10-28,花叶类,229.524,4
2022-10-29,花叶类,367.131,5
2022-10-30,花叶类,221.196,6
2022-10-31,花叶类,85.398,0
2022-11-01,花叶类,96.786,1
2022-11-03,花叶类,83.973,3
2022-11-05,花叶类,190.421,5
2022-11-06,花叶类,162.064,6
2022-11-07,花叶类,102.677,0
2022-11-08,花叶类,96.371,1
2022-11-09,花叶类,127.795,2
2022-11-10,花叶类,122.883,3
2022-11-11,花叶类,173.21,4
2022-11-12,花叶类,293.677,5
2022-11-13,花叶类,312.032,6
2022-11-14,花叶类,180.626,0
2022-11-15,花叶类,165.843,1
2022-11-16,花叶类,205.406,2
2022-11-17,花叶类,232.975,3
2022-11-18,花叶类,367.523,4
2022-11-19,花叶类,1265.473,5
2022-11-20,花叶类,146.034,6
2022-11-21,花叶类,821.168,0
2022-11-22,花叶类,173.192,1
2022-11-23,花叶类,247.572,2
2022-11-24,花叶类,260.618,3
2022-11-25,花叶类,228.796,4
2022-11-26,花叶类,352.511,5
2022-11-27,花叶类,40.471,6
2022-11-28,花叶类,40.862,0
2022-11-29,花叶类,31.298,1
2022-12-04,花叶类,99.399,6
2022-12-05,花叶类,170.093,0
2022-12-06,花叶类,226.171,1
2022-12-07,花叶类,272.787,2
2022-12-08,花叶类,173.924,3
2022-12-09,花叶类,140.88,4
2022-12-10,花叶类,231.009,5
2022-12-11,花叶类,204.481,6
2022-12-12,花叶类,173.035,0
2022-12-13,花叶类,185.802,1
2022-12-14,花叶类,226.115,2
2022-12-15,花叶类,291.759,3
2022-12-16,花叶类,305.67,4
2022-12-17,花叶类,265.09,5
2022-12-18,花叶类,295.364,6
2022-12-19,花叶类,201.178,0
2022-12-20,花叶类,252.224,1
2022-12-21,花叶类,285.265,2
2022-12-22,花叶类,223.248,3
2022-12-23,花叶类,210.784,4
2022-12-24,花叶类,285.085,5
2022-12-25,花叶类,362.94,6
2022-12-26,花叶类,253.075,0
2022-12-27,花叶类,253.518,1
2022-12-28,花叶类,257.429,2
2022-12-29,花叶类,237.407,3
2022-12-30,花叶类,244.088,4
2022-12-31,花叶类,329.509,5
2023-01-01,花叶类,329.635,6
2023-01-02,花叶类,287.812,0
2023-01-03,花叶类,215.984,1
2023-01-04,花叶类,171.91,2
2023-01-05,花叶类,186.069,3
2023-01-06,花叶类,202.912,4
2023-01-07,花叶类,187.324,5
2023-01-08,花叶类,219.372,6
2023-01-09,花叶类,185.585,0
2023-01-10,花叶类,200.196,1
2023-01-11,花叶类,185.254,2
2023-01-12,花叶类,202.709,3
2023-01-13,花叶类,215.635,4
2023-01-14,花叶类,447.993,5
2023-01-15,花叶类,278.968,6
2023-01-16,花叶类,216.173,0
2023-01-17,花叶类,180.232,1
2023-01-18,花叶类,281.893,2
2023-01-19,花叶类,371.074,3
2023-01-20,花叶类,594.071,4
2023-01-22,花叶类,219.378,6
2023-01-23,花叶类,291.352,0
2023-01-24,花叶类,205.447,1
2023-01-25,花叶类,245.072,2
2023-01-26,花叶类,272.125,3
2023-01-27,花叶类,283.135,4
2023-01-28,花叶类,235.443,5
2023-01-29,花叶类,229.694,6
2023-01-30,花叶类,216.18,0
2023-01-31,花叶类,202.836,1
2023-02-01,花叶类,156.42,2
2023-02-02,花叶类,204.688,3
2023-02-03,花叶类,189.282,4
2023-02-04,花叶类,252.725,5
2023-02-05,花叶类,281.351,6
2023-02-06,花叶类,179.662,0
2023-02-07,花叶类,154.543,1
2023-02-08,花叶类,161.297,2
2023-02-09,花叶类,203.645,3
2023-02-10,花叶类,175.847,4
2023-02-11,花叶类,243.908,5
2023-02-12,花叶类,309.307,6
2023-02-13,花叶类,226.189,0
2023-02-14,花叶类,160.285,1
2023-02-15,花叶类,184.475,2
2023-02-16,花叶类,155.351,3
2023-02-17,花叶类,160.609,4
2023-02-18,花叶类,285.815,5
2023-02-19,花叶类,230.404,6
2023-02-20,花叶类,138.164,0
2023-02-21,花叶类,150.154,1
2023-02-22,花叶类,138.874,2
2023-02-23,花叶类,154.467,3
2023-02-24,花叶类,134.956,4
2023-02-25,花叶类,219.47,5
2023-02-26,花叶类,243.01,6
2023-02-27,花叶类,136.926,0
2023-02-28,花叶类,115.968,1
2023-03-01,花叶类,139.125,2
2023-03-02,花叶类,131.001,3
2023-03-03,花叶类,152.142,4
2023-03-04,花叶类,163.918,5
2023-03-05,花叶类,178.491,6
2023-03-06,花叶类,107.018,0
2023-03-07,花叶类,125.449,1
2023-03-08,花叶类,119.807,2
2023-03-09,花叶类,121.336,3
2023-03-10,花叶类,131.927,4
2023-03-11,花叶类,222.762,5
2023-03-12,花叶类,195.971,6
2023-03-13,花叶类,135.094,0
2023-03-14,花叶类,140.076,1
2023-03-15,花叶类,171.809,2
2023-03-16,花叶类,190.911,3
2023-03-17,花叶类,238.58,4
2023-03-18,花叶类,289.075,5
2023-03-19,花叶类,247.366,6
2023-03-20,花叶类,195.663,0
2023-03-21,花叶类,193.124,1
2023-03-22,花叶类,170.723,2
2023-03-23,花叶类,179.648,3
2023-03-24,花叶类,202.72,4
2023-03-25,花叶类,253.903,5
2023-03-26,花叶类,264.043,6
2023-03-27,花叶类,149.361,0
2023-03-28,花叶类,145.975,1
2023-03-29,花叶类,130.475,2
2023-03-30,花叶类,179.795,3
2023-03-31,花叶类,208.892,4
2023-04-01,花叶类,208.377,5
2023-04-02,花叶类,185.985,6
2023-04-03,花叶类,170.821,0
2023-04-04,花叶类,169.641,1
2023-04-05,花叶类,217.271,2
2023-04-06,花叶类,136.403,3
2023-04-07,花叶类,131.267,4
2023-04-08,花叶类,183.926,5
2023-04-09,花叶类,197.616,6
2023-04-10,花叶类,123.411,0
2023-04-11,花叶类,158.881,1
2023-04-12,花叶类,118.18,2
2023-04-13,花叶类,92.251,3
2023-04-14,花叶类,131.729,4
2023-04-15,花叶类,208.169,5
2023-04-16,花叶类,204.874,6
2023-04-17,花叶类,106.884,0
2023-04-18,花叶类,182.607,1
2023-04-19,花叶类,156.553,2
2023-04-20,花叶类,122.087,3
2023-04-21,花叶类,215.684,4
2023-04-22,花叶类,330.85,5
